"","date","time","position_lat","position_long","distance","speed","heart_rate","cadence","enhanced_speed","enhanced_altitude","fractional_cadence"
"1","2022-11-06","14:46:21",40.6018881686032,-74.0601968485862,1.63,NA,116,79,1.931,37.2,0
"2","2022-11-06","14:46:22",40.6018867436796,-74.0601652488112,4.29,NA,118,80,3.247,37.2,0
"3","2022-11-06","14:46:23",40.6018880847842,-74.0601336490363,6.97,NA,121,80,2.202,37.2,0
"4","2022-11-06","14:46:25",40.6018847320229,-74.0600712038577,12.27,NA,126,80,2.174,37.2,0.5
"5","2022-11-06","14:46:27",40.601882468909,-74.0600080881268,17.62,NA,130,80,2.435,37.2,0.5
"6","2022-11-06","14:46:28",40.6018820498139,-74.0599762368947,20.32,NA,134,80,2.435,37.4,0.5
"7","2022-11-06","14:46:29",40.6018838100135,-74.0599460620433,22.87,NA,133,80,2.585,37.8,0.5
"8","2022-11-06","14:46:31",40.6018889229745,-74.0598863828927,27.95,NA,137,81,2.594,38.6,0
"9","2022-11-06","14:46:34",40.6019014120102,-74.0597927570343,36,NA,140,80,2.631,39.4,0
"10","2022-11-06","14:46:36",40.6019080337137,-74.0597354248166,40.91,NA,143,81,2.641,39.8,0
"11","2022-11-06","14:46:38",40.6019154097885,-74.0596776735038,45.86,NA,145,81,2.613,40.2,0
"12","2022-11-06","14:46:40",40.6019222829491,-74.0596040803939,52.14,NA,148,80,2.603,40.6,0
"13","2022-11-06","14:46:46",40.6019423156977,-74.0594097040594,68.74,NA,151,81,2.678,41.4,0
"14","2022-11-06","14:46:47",40.6019476801157,-74.0593765955418,71.61,NA,151,81,2.687,41.4,0
"15","2022-11-06","14:46:50",40.6019667070359,-74.0592795331031,80.1,NA,154,82,2.762,41.6,0
"16","2022-11-06","14:46:53",40.6019862368703,-74.0591845661402,88.43,NA,157,81,2.734,41.6,0
"17","2022-11-06","14:46:55",40.6019989773631,-74.0591196902096,94.1,NA,160,81,2.725,41.6,0
"18","2022-11-06","14:46:59",40.6020320858806,-74.0589897707105,105.7,NA,163,81,2.715,41.8,0
"19","2022-11-06","14:47:05",40.6020773481578,-74.0587991662323,122.6,NA,164,81,2.762,43.8,0
"20","2022-11-06","14:47:12",40.6021554674953,-74.0585805661976,143.05,NA,163,80,2.799,45.2,0
"21","2022-11-06","14:47:19",40.6022381968796,-74.0583686716855,163.23,NA,164,81,2.818,46.2,0
"22","2022-11-06","14:47:20",40.6022481713444,-74.0583379939198,166.05,NA,164,82,2.827,46.4,0
"23","2022-11-06","14:47:28",40.602318579331,-74.0580943319947,188.1,NA,165,81,2.837,47,0
"24","2022-11-06","14:47:36",40.6023968663067,-74.0578556992114,210.1,NA,164,80,2.837,47.6,0
"25","2022-11-06","14:47:39",40.6024259515107,-74.0577670186758,218.27,NA,166,81,2.827,47.6,0
"26","2022-11-06","14:47:47",40.6024977006018,-74.0575226861984,240.42,NA,166,81,2.809,48.4,0
"27","2022-11-06","14:47:49",40.6025178171694,-74.0574605762959,246.11,NA,165,81,2.809,48.8,0
"28","2022-11-06","14:47:57",40.6025929190218,-74.0572242904454,267.77,NA,163,81,2.809,50.4,0
"29","2022-11-06","14:48:04",40.6026702839881,-74.0570104680955,287.8,NA,165,80,2.799,50.2,0
"30","2022-11-06","14:48:05",40.6026788335294,-74.0569841489196,290.22,NA,165,80,2.79,50.2,0
"31","2022-11-06","14:48:10",40.6027481518686,-74.0568127389997,306.64,NA,168,81,2.799,50.2,0
"32","2022-11-06","14:48:13",40.6027815118432,-74.0567135810852,315.82,NA,169,83,2.818,50.6,0
"33","2022-11-06","14:48:20",40.6028451304883,-74.056491041556,335.91,NA,169,81,2.874,51.4,0
"34","2022-11-06","14:48:24",40.6028850283474,-74.0563645586371,347.49,NA,170,81,2.883,51.8,0
"35","2022-11-06","14:48:31",40.6029578670859,-74.0561410970986,368.04,NA,171,81,2.893,53.4,0
"36","2022-11-06","14:48:32",40.6029731221497,-74.056100025773,371.91,NA,171,81,2.893,53.8,0
"37","2022-11-06","14:48:39",40.6030473019928,-74.0558750554919,392.68,NA,172,81,2.921,55.2,0
"38","2022-11-06","14:48:42",40.6030692625791,-74.0557779092342,401.23,NA,173,81,2.93,55.4,0
"39","2022-11-06","14:48:49",40.6031508184969,-74.0555656794459,421.35,NA,172,81,2.939,56.2,0
"40","2022-11-06","14:48:53",40.6032007746398,-74.0554355084896,433.69,NA,173,81,2.939,56.8,0
"41","2022-11-06","14:48:59",40.6032703444362,-74.0552434790879,451.68,NA,170,81,2.939,57,0
"42","2022-11-06","14:49:06",40.6033475417644,-74.0550276450813,471.86,NA,169,81,2.948,57.8,0
"43","2022-11-06","14:49:13",40.6034149322659,-74.054799657315,492.51,NA,171,80,2.958,59.2,0
"44","2022-11-06","14:49:16",40.6034454423934,-74.0547028463334,501.38,NA,173,81,2.958,59.4,0
"45","2022-11-06","14:49:24",40.6035216338933,-74.0544484555721,524.48,NA,174,81,2.958,60.8,0
"46","2022-11-06","14:49:25",40.6035318598151,-74.054419035092,527.22,NA,174,82,2.958,61.2,0
"47","2022-11-06","14:49:33",40.6036192830652,-74.054175792262,549.96,NA,175,81,2.958,63,0
"48","2022-11-06","14:49:35",40.6036388128996,-74.0541180409491,555.29,NA,175,81,2.948,63,0
"49","2022-11-06","14:49:43",40.6037170998752,-74.0538756363094,577.55,NA,173,81,2.93,64.4,0
"50","2022-11-06","14:49:45",40.6037381384522,-74.0538109280169,583.5,NA,173,81,2.921,64.8,0
"51","2022-11-06","14:49:52",40.6038077082485,-74.0535904839635,603.7,NA,174,80,2.921,65.4,0
"52","2022-11-06","14:49:54",40.6038318481296,-74.0535368397832,608.98,NA,174,81,2.921,65.4,0
"53","2022-11-06","14:50:01",40.6039071176201,-74.0533193293959,629.19,NA,174,81,2.921,65.8,0
"54","2022-11-06","14:50:08",40.6039605103433,-74.0531101170927,647.84,NA,174,81,2.911,66.6,0
"55","2022-11-06","14:50:16",40.604036450386,-74.0528689697385,669.94,NA,173,81,2.883,66.4,0
"56","2022-11-06","14:50:19",40.6040632724762,-74.0527606755495,679.57,NA,175,81,2.874,65.6,0
"57","2022-11-06","14:50:26",40.6041489355266,-74.0525431651622,700.3,NA,175,81,2.846,64.6,0
"58","2022-11-06","14:50:33",40.6042302399874,-74.0523088071495,721.96,NA,176,82,2.846,66.8,0
"59","2022-11-06","14:50:38",40.6042829621583,-74.0521493833512,736.65,NA,179,82,2.846,70.2,0
"60","2022-11-06","14:50:43",40.6043251231313,-74.0519951563329,750.49,NA,178,81,2.855,72.2,0
"61","2022-11-06","14:50:51",40.6044050026685,-74.0517558529973,772.58,NA,177,82,2.874,74.4,0
"62","2022-11-06","14:50:53",40.6044269632548,-74.0516896359622,778.69,NA,177,82,2.874,75.4,0
"63","2022-11-06","14:51:00",40.6044983770698,-74.0514585468918,799.79,NA,177,82,2.865,77.8,0
"64","2022-11-06","14:51:03",40.6045308988541,-74.051350755617,809.61,NA,178,82,2.874,77.8,0
"65","2022-11-06","14:51:10",40.6046043243259,-74.0511185768992,830.88,NA,177,81,2.911,77.8,0.5
"66","2022-11-06","14:51:12",40.6046214234084,-74.0510609094054,836.1,NA,177,81,2.921,77.6,0
"67","2022-11-06","14:51:14",40.6046470720321,-74.0509950276464,842.36,NA,174,81,2.921,77.4,0
"68","2022-11-06","14:51:21",40.6047218386084,-74.0507606696337,863.86,NA,175,81,2.93,77.2,0
"69","2022-11-06","14:51:22",40.6047304719687,-74.0507317520678,866.49,NA,175,81,2.93,77.2,0
"70","2022-11-06","14:51:29",40.6047900673002,-74.0505040995777,886.83,NA,175,81,2.939,76.6,0
"71","2022-11-06","14:51:33",40.6048343237489,-74.0503851603717,898.04,NA,175,81,2.939,75.8,0
"72","2022-11-06","14:51:40",40.6049132812768,-74.0501369722188,920.8,NA,174,81,2.958,75.6,0
"73","2022-11-06","14:51:43",40.6049439590424,-74.0500306896865,930.4,NA,173,81,2.967,76.6,0
"74","2022-11-06","14:51:50",40.6050150375813,-74.049799349159,951.5,NA,174,81,2.995,78.2,0
"75","2022-11-06","14:51:52",40.6050334777683,-74.0497348085046,957.32,NA,173,81,3.004,78.4,0
"76","2022-11-06","14:51:59",40.6051260139793,-74.0495219919831,978.08,NA,174,82,3.004,78.8,0
"77","2022-11-06","14:52:00",40.6051389221102,-74.0494838543236,981.61,NA,173,82,3.004,78.8,0
"78","2022-11-06","14:52:07",40.6052037142217,-74.0492555312812,1002.24,NA,175,82,3.014,79.8,0
"79","2022-11-06","14:52:09",40.6052234955132,-74.0491929184645,1007.98,NA,175,81,3.023,79.8,0
"80","2022-11-06","14:52:16",40.605297088623,-74.0489738993347,1028.26,NA,176,82,3.023,80,0
"81","2022-11-06","14:52:24",40.6053692568094,-74.0487302374095,1050.43,NA,177,81,3.004,78.8,0
"82","2022-11-06","14:52:31",40.6054382398725,-74.0485006570816,1071.37,NA,176,82,2.976,79.6,0
"83","2022-11-06","14:52:33",40.6054575182498,-74.0484458394349,1076.46,NA,176,81,2.976,79.8,0
"84","2022-11-06","14:52:40",40.6055337935686,-74.048213576898,1097.86,NA,178,80,2.967,82.2,0
"85","2022-11-06","14:52:43",40.6055694166571,-74.0481072105467,1107.69,NA,178,82,2.976,83.2,0
"86","2022-11-06","14:52:46",40.6055946461856,-74.048018110916,1115.73,NA,178,81,2.976,83.8,0
"87","2022-11-06","14:52:53",40.6056681554765,-74.0477824117988,1137.26,NA,178,81,2.986,84.2,0
"88","2022-11-06","14:53:00",40.6057492084801,-74.0475459583104,1159.21,NA,178,81,2.995,84.2,0
"89","2022-11-06","14:53:01",40.6057610269636,-74.0475152805448,1162.13,NA,178,81,3.004,84.2,0
"90","2022-11-06","14:53:03",40.6057822331786,-74.0474609658122,1167.29,NA,178,80,3.004,84.4,0
"91","2022-11-06","14:53:10",40.6058472767472,-74.0472178068012,1189.12,NA,177,82,3.004,84,0
"92","2022-11-06","14:53:12",40.6058689858764,-74.047143291682,1195.87,NA,180,83,3.004,83.6,0
"93","2022-11-06","14:53:13",40.6058804690838,-74.0471078362316,1199.13,NA,177,83,3.004,83.4,0
"94","2022-11-06","14:53:20",40.6059521343559,-74.0468672756106,1220.99,NA,176,81,3.023,83.8,0
"95","2022-11-06","14:53:21",40.6059650424868,-74.0468364302069,1223.96,NA,176,81,3.023,84.2,0
"96","2022-11-06","14:53:27",40.6060440000147,-74.0466485079378,1242.11,NA,177,81,3.032,85.6,0
"97","2022-11-06","14:53:34",40.6061299145222,-74.0464278124273,1263.09,NA,176,81,3.042,87,0
"98","2022-11-06","14:53:35",40.6061403919011,-74.046392776072,1266.27,NA,176,81,3.042,87,0
"99","2022-11-06","14:53:42",40.6062255520374,-74.0461543947458,1288.52,NA,175,81,3.06,88,0
"100","2022-11-06","14:53:43",40.6062363646924,-74.0461174305528,1291.87,NA,176,81,3.06,88,0
"101","2022-11-06","14:53:50",40.6062976364046,-74.0458728466183,1313.63,NA,177,81,3.088,89.6,0
"102","2022-11-06","14:53:51",40.6063095387071,-74.0458396542817,1316.73,NA,177,81,3.088,89.6,0
"103","2022-11-06","14:53:58",40.606391010806,-74.045597333461,1339.16,NA,177,81,3.098,90,0
"104","2022-11-06","14:54:01",40.6064213532954,-74.0455018635839,1347.93,NA,177,81,3.107,89.8,0
"105","2022-11-06","14:54:06",40.6064751651138,-74.0453343931586,1363.3,NA,175,81,3.116,90,0
"106","2022-11-06","14:54:08",40.6064945273101,-74.0452671702951,1369.36,NA,174,80,3.116,90,0
"107","2022-11-06","14:54:15",40.6065738201141,-74.045031638816,1391.12,NA,173,80,3.107,90.8,0
"108","2022-11-06","14:54:17",40.6065929308534,-74.0449706185609,1396.7,NA,173,80,3.107,90.4,0
"109","2022-11-06","14:54:24",40.6066656857729,-74.0447340812534,1418.28,NA,173,81,3.126,89.2,0
"110","2022-11-06","14:54:27",40.6067018955946,-74.0446283016354,1428.09,NA,172,81,3.126,88.8,0
"111","2022-11-06","14:54:34",40.6067806854844,-74.044389501214,1450.14,NA,172,81,3.144,88.4,0
"112","2022-11-06","14:54:37",40.6068185716867,-74.0442804526538,1460.29,NA,172,81,3.154,88.2,0
"113","2022-11-06","14:54:44",40.6069023907185,-74.0440361201763,1483,NA,173,80,3.172,88.2,0
"114","2022-11-06","14:54:46",40.6069263629615,-74.0439657960087,1489.52,NA,173,80,3.182,88.4,0
"115","2022-11-06","14:54:47",40.606938097626,-74.0439244732261,1493.25,NA,173,80,3.182,88.4,0
"116","2022-11-06","14:54:54",40.6070155464113,-74.0436903666705,1514.86,NA,173,80,3.191,88.6,0
"117","2022-11-06","14:54:55",40.6070275325328,-74.0436545759439,1518.16,NA,170,80,3.191,88.6,0
"118","2022-11-06","14:54:56",40.6070356629789,-74.0436185337603,1521.33,NA,173,80,3.191,88.6,0
"119","2022-11-06","14:55:03",40.6071157101542,-74.043379733339,1543.38,NA,173,80,3.191,89.6,0
"120","2022-11-06","14:55:04",40.6071276962757,-74.0433478821069,1546.38,NA,173,80,3.191,89.8,0
"121","2022-11-06","14:55:11",40.6071943324059,-74.0431172959507,1567.23,NA,174,80,3.191,90.2,0
"122","2022-11-06","14:55:13",40.6072174664587,-74.0430482290685,1573.62,NA,174,80,3.191,90,0
"123","2022-11-06","14:55:20",40.6072944961488,-74.0428074169904,1595.72,NA,173,80,3.191,88.2,0
"124","2022-11-06","14:55:22",40.6073140259832,-74.0427336562425,1602.31,NA,173,80,3.2,87.6,0
"125","2022-11-06","14:55:25",40.6073470506817,-74.0426281280816,1611.94,NA,172,79,3.2,86.8,0
"126","2022-11-06","14:55:30",40.6073991861194,-74.0424552932382,1627.65,NA,174,79,3.2,86.6,0
"127","2022-11-06","14:55:37",40.6074780598283,-74.0422138944268,1649.84,NA,174,80,3.2,85.8,0
"128","2022-11-06","14:55:38",40.6074912194163,-74.0421789418906,1653.15,NA,174,80,3.2,85.8,0
"129","2022-11-06","14:55:45",40.60756447725,-74.041936956346,1675.18,NA,173,81,3.2,85.4,0
"130","2022-11-06","14:55:46",40.607580486685,-74.0418964717537,1679.03,NA,172,81,3.2,85.2,0
"131","2022-11-06","14:55:53",40.6076601147652,-74.041669908911,1700.16,NA,170,81,3.21,83.6,0
"132","2022-11-06","14:55:55",40.6076822429895,-74.0415988303721,1706.66,NA,169,80,3.21,83.4,0
"133","2022-11-06","14:55:56",40.6076920498163,-74.0415646322072,1709.75,NA,168,80,3.21,83.2,0
"134","2022-11-06","14:55:59",40.6077267508954,-74.041450554505,1720.14,NA,165,80,3.2,83.2,0
"135","2022-11-06","14:56:05",40.6078000925481,-74.0412279311568,1740.67,NA,164,80,3.21,83,0
"136","2022-11-06","14:56:09",40.6078358832747,-74.0410877857357,1753.16,NA,168,80,3.21,82,0
"137","2022-11-06","14:56:14",40.6078932993114,-74.0409224107862,1768.55,NA,170,79,3.219,81.4,0
"138","2022-11-06","14:56:21",40.6079736817628,-74.0406919084489,1790,NA,171,80,3.21,81,0
"139","2022-11-06","14:56:25",40.6080253981054,-74.0405516792089,1803.18,NA,168,80,3.21,80,0
"140","2022-11-06","14:56:28",40.6080619432032,-74.0404293034226,1814.3,NA,165,80,3.21,79.4,0
"141","2022-11-06","14:56:31",40.6080961413682,-74.0403285529464,1823.61,NA,162,80,3.21,79.4,0
"142","2022-11-06","14:56:34",40.6081310939044,-74.0402236115187,1833.3,NA,162,80,3.219,79.4,0
"143","2022-11-06","14:56:41",40.6082074530423,-74.0399817097932,1855.42,NA,162,80,3.228,77.8,0
"144","2022-11-06","14:56:43",40.6082274019718,-74.0399102121592,1861.86,NA,162,80,3.228,77.2,0
"145","2022-11-06","14:56:50",40.6082983128726,-74.0396662149578,1883.95,NA,162,80,3.228,75.6,0
"146","2022-11-06","14:56:51",40.6083091255277,-74.0396344475448,1886.88,NA,162,80,3.228,75.4,0
"147","2022-11-06","14:56:58",40.6083852332085,-74.039394557476,1908.84,NA,165,79,3.219,74.2,0
"148","2022-11-06","14:57:00",40.6084050145,-74.0393347945064,1914.35,NA,165,80,3.21,74,0
"149","2022-11-06","14:57:07",40.6084833014756,-74.0390938147902,1936.53,NA,167,80,3.191,73.2,0
"150","2022-11-06","14:57:09",40.6085015740246,-74.0390248317271,1942.71,NA,167,80,3.191,73.4,0
"151","2022-11-06","14:57:16",40.6085878238082,-74.0387778170407,1965.75,NA,167,80,3.191,73.2,0
"152","2022-11-06","14:57:18",40.608611209318,-74.0387175511569,1971.47,NA,167,79,3.191,73.2,0
"153","2022-11-06","14:57:25",40.6087054219097,-74.0384820196778,1993.98,NA,168,80,3.182,72.2,0
"154","2022-11-06","14:57:27",40.6087258737534,-74.0384127013385,2000.26,NA,169,80,3.182,71,0
"155","2022-11-06","14:57:33",40.6087741535157,-74.038170883432,2021.44,NA,171,80,3.182,68.4,0
"156","2022-11-06","14:57:34",40.6087851338089,-74.0381382778287,2024.46,NA,171,80,3.182,68.4,0
"157","2022-11-06","14:57:41",40.6088576372713,-74.0379029139876,2045.95,NA,171,80,3.172,70.8,0
"158","2022-11-06","14:57:43",40.6088767480105,-74.0378414746374,2051.56,NA,171,80,3.172,71,0.5
"159","2022-11-06","14:57:50",40.6089478265494,-74.0376077033579,2072.86,NA,171,79,3.154,70.2,0
"160","2022-11-06","14:57:57",40.6090270355344,-74.0373630356044,2095.36,NA,174,79,3.135,68.6,0
"161","2022-11-06","14:57:58",40.6090412847698,-74.0373280830681,2098.71,NA,174,80,3.126,68.2,0.5
"162","2022-11-06","14:58:05",40.6091272830963,-74.0370773803443,2122.02,NA,174,80,3.135,65.6,0
"163","2022-11-06","14:58:06",40.6091386824846,-74.0370415057987,2125.31,NA,174,81,3.135,65.2,0
"164","2022-11-06","14:58:13",40.6092095933855,-74.0368057228625,2146.76,NA,175,81,3.144,63.6,0
"165","2022-11-06","14:58:17",40.6092339009047,-74.0367053076625,2155.65,NA,174,81,3.107,63.8,0
"166","2022-11-06","14:58:23",40.6093098409474,-74.0364789124578,2176.59,NA,172,81,3.098,63.8,0
"167","2022-11-06","14:58:27",40.6093548517674,-74.0363292116672,2190.21,NA,172,80,3.154,63,0
"168","2022-11-06","14:58:34",40.6094428617507,-74.0360809396952,2213.38,NA,170,80,3.247,60.4,0
"169","2022-11-06","14:58:36",40.6094615533948,-74.0360130462795,2219.48,NA,169,81,3.256,60,0
"170","2022-11-06","14:58:40",40.6095114257187,-74.0358676202595,2232.97,NA,166,80,3.256,58.8,0
"171","2022-11-06","14:58:46",40.6095800735056,-74.0356439072639,2253.39,NA,164,81,3.266,57.4,0
"172","2022-11-06","14:58:53",40.6096657365561,-74.0353955514729,2276.45,NA,163,80,3.284,56.2,0
"173","2022-11-06","14:58:54",40.6096772197634,-74.0353618562222,2279.57,NA,163,80,3.284,56,0
"174","2022-11-06","14:59:01",40.6097579374909,-74.0351184457541,2302.04,NA,164,80,3.266,55.4,0
"175","2022-11-06","14:59:03",40.6097780540586,-74.0350481215864,2308.4,NA,164,80,3.266,55.4,0
"176","2022-11-06","14:59:10",40.6098541617393,-74.0348021965474,2330.84,NA,166,81,3.256,55.6,0
"177","2022-11-06","14:59:13",40.6098851747811,-74.0346961654723,2340.46,NA,166,80,3.256,55.4,0
"178","2022-11-06","14:59:16",40.6099157687277,-74.0345986839384,2349.39,NA,163,80,3.256,55,0
"179","2022-11-06","14:59:17",40.6099290121347,-74.0345656592399,2352.55,NA,166,80,3.247,55,0
"180","2022-11-06","14:59:20",40.6099637970328,-74.0344577841461,2362.46,NA,166,80,3.247,54.4,0
"181","2022-11-06","14:59:25",40.6100186984986,-74.0342781599611,2378.83,NA,163,80,3.238,54,0
"182","2022-11-06","14:59:28",40.6100459396839,-74.0341741405427,2388.12,NA,163,80,3.247,54.4,0
"183","2022-11-06","14:59:35",40.6101133301854,-74.0339356753975,2409.63,NA,164,80,3.247,54.8,0
"184","2022-11-06","14:59:39",40.6101517193019,-74.0337972901762,2422.08,NA,163,79,3.238,53.6,0
"185","2022-11-06","14:59:46",40.6102328561246,-74.0335553884506,2444.45,NA,164,80,3.238,51.2,0
"186","2022-11-06","14:59:49",40.6102754361928,-74.0334569010884,2454.04,NA,165,79,3.247,50.8,0
"187","2022-11-06","14:59:56",40.6103662122041,-74.0332167595625,2476.73,NA,168,79,3.238,51,0
"188","2022-11-06","14:59:57",40.610379204154,-74.0331795439124,2480.2,NA,168,79,3.238,51,0
"189","2022-11-06","15:00:04",40.6104685552418,-74.0329368039966,2503.01,NA,169,79,3.228,51,0
"190","2022-11-06","15:00:06",40.6104976404458,-74.0328699164093,2509.52,NA,170,80,3.238,50.8,0
"191","2022-11-06","15:00:13",40.6105837225914,-74.0326285175979,2532.06,NA,170,80,3.256,49.6,0
"192","2022-11-06","15:00:14",40.6105950381607,-74.0325922239572,2535.38,NA,170,80,3.256,49.4,0
"193","2022-11-06","15:00:20",40.6106701400131,-74.0323738753796,2555.65,NA,170,80,3.266,49,0
"194","2022-11-06","15:00:23",40.6107088644058,-74.0322733763605,2565.18,NA,171,80,3.275,49,0
"195","2022-11-06","15:00:30",40.6108049210161,-74.0320346597582,2588.03,NA,171,80,3.284,47.6,0
"196","2022-11-06","15:00:31",40.6108181644231,-74.0320018865168,2591.17,NA,171,80,3.284,47.4,0
"197","2022-11-06","15:00:38",40.6109309848398,-74.0317800175399,2613.77,NA,170,80,3.294,46.8,0
"198","2022-11-06","15:00:42",40.6110007222742,-74.0316643472761,2626.25,NA,172,80,3.294,46.8,0
"199","2022-11-06","15:00:49",40.6111210025847,-74.0314682945609,2647.55,NA,171,79,3.284,45.6,0
"200","2022-11-06","15:00:51",40.6111581344157,-74.0314113814384,2653.89,NA,172,80,3.275,45.4,0
"201","2022-11-06","15:00:58",40.6112977769226,-74.0312169212848,2676.54,NA,171,79,3.256,43.8,0
"202","2022-11-06","15:01:05",40.611441526562,-74.0310382191092,2698.56,NA,171,79,3.247,43.2,0
"203","2022-11-06","15:01:06",40.6114660017192,-74.0310170967132,2701.81,NA,171,79,3.247,43,0
"204","2022-11-06","15:01:13",40.6116352323443,-74.03085809201,2724.92,NA,171,79,3.247,42.8,0
"205","2022-11-06","15:01:14",40.6116564385593,-74.0308367181569,2727.89,NA,171,79,3.247,42.8,0
"206","2022-11-06","15:01:20",40.6117924768478,-74.0307222213596,2745.84,NA,170,80,3.238,41.2,0
"207","2022-11-06","15:01:27",40.6119672395289,-74.0306063834578,2767.58,NA,169,80,3.21,39.2,0
"208","2022-11-06","15:01:31",40.612062541768,-74.0305376518518,2779.66,NA,170,80,3.191,38.8,0
"209","2022-11-06","15:01:38",40.6122281681746,-74.0304068941623,2801.13,NA,172,80,3.163,37.8,0
"210","2022-11-06","15:01:40",40.6122771184891,-74.0303674992174,2807.51,NA,173,80,3.154,37.4,0
"211","2022-11-06","15:01:46",40.6124067865312,-74.0302538406104,2824.81,NA,173,80,3.126,35.6,0
"212","2022-11-06","15:01:53",40.6125729996711,-74.0301036369056,2847.21,NA,172,80,3.098,34.8,0
"213","2022-11-06","15:01:58",40.6126949563622,-74.0299852006137,2864.06,NA,173,80,3.088,34.6,0
"214","2022-11-06","15:02:05",40.6128491833806,-74.0298072528094,2886.85,NA,174,80,3.098,33.6,0
"215","2022-11-06","15:02:06",40.6128700543195,-74.0297830291092,2889.93,NA,173,80,3.098,33.8,0
"216","2022-11-06","15:02:13",40.6130214314908,-74.0296044107527,2912.54,NA,173,80,3.107,34,0
"217","2022-11-06","15:02:14",40.6130428053439,-74.029576247558,2915.9,NA,173,80,3.107,33.8,0
"218","2022-11-06","15:02:21",40.6131966970861,-74.0293932706118,2938.95,NA,172,80,3.107,33,0
"219","2022-11-06","15:02:23",40.613238690421,-74.0293403808028,2945.41,NA,174,80,3.107,32.8,0
"220","2022-11-06","15:02:30",40.6133884750307,-74.0291696414351,2967.46,NA,175,80,3.116,31.6,0
"221","2022-11-06","15:02:35",40.6134802568704,-74.0290483552963,2981.92,NA,175,79,3.116,31,0
"222","2022-11-06","15:02:40",40.6136049795896,-74.0288771130145,3002.02,NA,175,80,3.116,31.4,0
"223","2022-11-06","15:02:42",40.6136581208557,-74.0288307610899,3009.08,NA,176,80,3.126,31,0
"224","2022-11-06","15:02:49",40.6138143595308,-74.0286761987954,3030.81,NA,177,80,3.172,30.6,0
"225","2022-11-06","15:02:52",40.6138881202787,-74.0286181122065,3040.36,NA,176,80,3.2,30.6,0
"226","2022-11-06","15:02:59",40.6140664033592,-74.0284833312035,3063.21,NA,175,80,3.154,28.8,0
"227","2022-11-06","15:03:03",40.6141674052924,-74.0284202154726,3075.64,NA,173,81,3.172,28,0
"228","2022-11-06","15:03:10",40.6143560819328,-74.0283269248903,3098.04,NA,172,81,3.238,27.2,0
"229","2022-11-06","15:03:14",40.6144683156163,-74.0282614622265,3111.67,NA,172,80,3.247,27.2,0
"230","2022-11-06","15:03:21",40.6146543938667,-74.0281747933477,3133.63,NA,172,81,3.238,26,0
"231","2022-11-06","15:03:23",40.614700242877,-74.028138583526,3139.57,NA,172,80,3.238,25.4,0
"232","2022-11-06","15:03:30",40.6148698925972,-74.0279966779053,3161.9,NA,172,80,3.2,24.6,0
"233","2022-11-06","15:03:37",40.6150307413191,-74.0278458036482,3183.86,NA,172,80,3.172,23.6,0
"234","2022-11-06","15:03:44",40.6151993852109,-74.0276852902025,3207,NA,174,80,3.154,22.4,0
"235","2022-11-06","15:03:47",40.6152703799307,-74.0276201628149,3216.64,NA,174,80,3.154,21.8,0
"236","2022-11-06","15:03:48",40.6152946036309,-74.0275989565998,3219.87,NA,175,80,3.154,21.6,0
"237","2022-11-06","15:03:55",40.6154641695321,-74.0274376887828,3243.14,NA,174,80,3.163,19.8,0
"238","2022-11-06","15:03:56",40.6154908239841,-74.0274215955287,3246.4,NA,174,80,3.163,19.6,0
"239","2022-11-06","15:04:03",40.6156680174172,-74.0273066796362,3268.35,NA,173,79,3.172,17.8,0
"240","2022-11-06","15:04:05",40.6157184764743,-74.0272729005665,3274.64,NA,172,80,3.172,17.4,0
"241","2022-11-06","15:04:12",40.6159046385437,-74.027184471488,3296.66,NA,169,80,3.154,16.6,0
"242","2022-11-06","15:04:14",40.6159598752856,-74.0271600801498,3303.13,NA,170,81,3.154,16.4,0
"243","2022-11-06","15:04:21",40.6161448638886,-74.0270789433271,3324.77,NA,169,81,3.144,16.4,0
"244","2022-11-06","15:04:25",40.6162381544709,-74.0270241256803,3336.14,NA,170,81,3.135,16.6,0
"245","2022-11-06","15:04:31",40.6163918785751,-74.0269144065678,3355.62,NA,169,81,3.126,17.2,0
"246","2022-11-06","15:04:37",40.6165357120335,-74.0268878359348,3372.59,NA,170,81,3.116,20.6,0
"247","2022-11-06","15:04:42",40.616637384519,-74.0270253829658,3388.9,NA,170,81,3.098,22,0
"248","2022-11-06","15:04:49",40.6167494505644,-74.0272470004857,3411.39,NA,172,82,3.088,23,0
"249","2022-11-06","15:04:52",40.6168005801737,-74.0273399557918,3421.1,NA,172,81,3.098,23.2,0
"250","2022-11-06","15:04:59",40.6168695632368,-74.0275671891868,3442.57,NA,174,81,3.107,23.6,0
"251","2022-11-06","15:05:04",40.6167876720428,-74.0277122799307,3458.11,NA,174,81,3.107,23.4,0
"252","2022-11-06","15:05:11",40.6166223809123,-74.0278706140816,3480.84,NA,174,81,3.116,23.4,0
"253","2022-11-06","15:05:14",40.616558175534,-74.027929706499,3489.57,NA,173,81,3.116,23.4,0
"254","2022-11-06","15:05:17",40.6164861749858,-74.0279880445451,3498.95,NA,176,82,3.126,23.4,0
"255","2022-11-06","15:05:19",40.6164347101003,-74.0280273556709,3505.56,NA,173,82,3.126,23.4,0
"256","2022-11-06","15:05:21",40.6163860950619,-74.0280650742352,3511.82,NA,172,82,3.135,23.6,0
"257","2022-11-06","15:05:25",40.6162862665951,-74.0281458757818,3524.83,NA,169,81,3.144,23.8,0
